Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	br_lengths[24]	br_lengths[25]	br_lengths[26]	br_lengths[27]	br_lengths[28]	br_lengths[29]	br_lengths[30]	br_lengths[31]	br_lengths[32]	br_lengths[33]	br_lengths[34]	br_lengths[35]	rate01	rate10	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rate_loss	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	rel_br_lengths[18]	rel_br_lengths[19]	rel_br_lengths[20]	rel_br_lengths[21]	rel_br_lengths[22]	rel_br_lengths[23]	rel_br_lengths[24]	rel_br_lengths[25]	rel_br_lengths[26]	rel_br_lengths[27]	rel_br_lengths[28]	rel_br_lengths[29]	rel_br_lengths[30]	rel_br_lengths[31]	rel_br_lengths[32]	rel_br_lengths[33]	rel_br_lengths[34]	rel_br_lengths[35]	stationaryDist[1]	stationaryDist[2]	tree_length
360	-73.45548	-114.2564	40.80089	0.029731	0.0378656	0.00828701	0.017127	0.0213443	0.000298691	0.00331796	0.000843524	0.0114355	0.00442336	0.00678135	0.00867081	0.00451709	0.00176848	0.00306813	0.00738613	0.0215392	0.00861921	0.00923796	0.0246062	0.0392764	0.00257551	0.00196126	0.00929432	0.000347102	0.00149852	0.00421675	0.00258418	0.0146016	0.00337767	0.007607	0.00804408	0.0134318	0.00140046	0.00186978	0.4103819	1.589618	0.279223	0.536771	0.823567	1.21423	1.86299	3.58137	0.9224515	3.873509	0.0866907	0.11041	0.0241635	0.0499396	0.0622365	0.000870933	0.00967462	0.00245958	0.0333441	0.0128978	0.0197733	0.0252826	0.0131711	0.00515659	0.00894615	0.0215367	0.0628047	0.0251322	0.0269364	0.0717476	0.114523	0.00750975	0.00571872	0.0271007	0.00101209	0.00436942	0.0122954	0.00753503	0.0425758	0.00984873	0.0221808	0.0234552	0.039165	0.00408352	0.00545196	0.794809	0.205191	0.3429551
396	-67.49295	-109.2336	41.74067	0.104138	0.090709	0.0670844	0.0175911	0.0170492	0.0152312	0.0383654	0.016341	0.00455863	0.00318882	0.104634	0.0196925	0.00808666	0.00464826	0.0274569	0.00437067	0.0328215	0.0600414	0.00900955	0.0727466	0.0862051	0.0438865	0.00010589	0.00615521	0.0353852	0.0576503	0.023076	0.00173391	0.0123751	0.021758	0.0567028	0.0331262	0.00877354	0.0533333	0.0193513	0.5904243	1.409576	0.795112	0.894208	0.965717	1.0355	1.11831	1.25768	0.1657799	2.387394	0.0884487	0.0770429	0.0569775	0.0149408	0.0144806	0.0129365	0.0325853	0.0138791	0.00387183	0.00270839	0.0888701	0.0167257	0.00686833	0.00394796	0.0233203	0.00371219	0.0278766	0.0509956	0.00765218	0.0617866	0.0732175	0.0372746	8.99371e-05	0.00522787	0.0300541	0.0489648	0.0195994	0.00147268	0.0105106	0.01848	0.04816	0.0281355	0.00745172	0.0452982	0.0164359	0.704788	0.295212	1.177383
432	-67.15983	-109.6609	42.50107	0.048089	0.0666333	0.0169138	0.0826055	0.00780998	0.00578382	0.0198371	0.00806963	0.0283257	0.0336497	0.0169845	0.0166611	0.011885	0.0375489	0.00145824	0.0317737	0.00852592	0.0188673	0.0317482	0.0457963	0.0266288	0.0483683	0.0126262	0.0379603	0.0181052	0.0402326	0.0510021	0.0986571	0.00662979	0.0200399	0.00551563	0.0483755	0.000892327	0.00644597	0.028004	0.8815157	1.118484	0.635297	0.801515	0.933302	1.07146	1.24764	1.57407	0.3280288	1.26882	0.0486509	0.0674118	0.0171115	0.0835707	0.00790124	0.0058514	0.0200689	0.00816392	0.0286567	0.0340429	0.017183	0.0168558	0.0120238	0.0379876	0.00147528	0.032145	0.00862554	0.0190877	0.0321192	0.0463314	0.0269399	0.0489335	0.0127737	0.0384039	0.0183168	0.0407027	0.051598	0.0998098	0.00670725	0.0202741	0.00558008	0.0489408	0.000902754	0.00652129	0.0283312	0.559242	0.440758	0.9884505
468	-87.85698	-129.4611	41.60408	0.0557292	0.0529951	0.1575	0.0563253	0.00221889	0.0425941	0.191992	0.0594047	0.0317594	0.0420797	0.0417798	0.0140281	0.026068	0.0527993	0.00680003	0.0234592	0.0520118	0.0285585	0.149716	0.0551649	0.102783	0.00919687	0.000855747	0.0132757	0.0083669	0.0322255	0.0857867	0.0462543	0.0135218	0.0384069	0.0201548	0.00663369	0.115028	0.0384538	0.00431033	0.7827431	1.217257	0.808111	0.901308	0.968102	1.03295	1.1095	1.23745	0.1540542	1.555117	0.033207	0.0315778	0.0938483	0.0335622	0.00132215	0.0253803	0.114401	0.0353971	0.0189243	0.0250738	0.0248951	0.00835884	0.015533	0.0314612	0.00405189	0.0139785	0.030992	0.017017	0.0892101	0.0328708	0.0612445	0.00548008	0.000509908	0.00791048	0.00498553	0.019202	0.0511172	0.0275612	0.00805712	0.0228853	0.0120095	0.00395278	0.0685411	0.0229132	0.00256837	0.608628	0.391372	1.678237
504	-71.50424	-113.5466	42.04233	0.0200576	0.0986561	0.0115097	0.0168265	0.0117174	0.0643712	0.111784	0.0337575	0.0139643	0.0117561	0.00795204	0.0327453	0.0296146	0.0367674	0.0253576	0.000529963	0.00777838	0.0414751	0.0236792	0.00951525	0.0662518	0.111655	0.00956055	0.0267838	0.00608357	0.0393495	0.0731236	0.0467055	0.037917	0.00919246	0.0530576	0.0287571	0.00162305	0.0105155	0.0287332	0.9406592	1.059341	0.364729	0.611466	0.857733	1.16586	1.63541	2.74176	0.7292868	1.126169	0.0173041	0.0851126	0.00992969	0.0145165	0.0101089	0.0555343	0.0964385	0.0291233	0.0120473	0.0101422	0.00686038	0.02825	0.0255491	0.03172	0.0218765	0.000457209	0.00671057	0.0357814	0.0204285	0.00820899	0.0571568	0.0963269	0.00824808	0.0231069	0.00524842	0.0339476	0.0630852	0.0402937	0.0327118	0.00793052	0.0457739	0.0248093	0.00140024	0.00907191	0.0247887	0.52967	0.47033	1.159125
540	-89.44759	-129.1526	39.70505	0.0336105	0.061892	0.0531485	0.0517969	0.00619665	0.00205163	0.0152259	0.00966994	0.00480457	0.00147346	0.0558423	0.00514792	0.00187421	0.0110683	0.00532655	0.0529478	0.115837	0.0195802	0.0263681	0.013838	0.0571276	0.0371916	0.00703828	0.00688257	0.00722347	0.00279659	0.00473693	0.0565765	0.0855303	0.0560104	0.0261406	0.0188174	0.0146559	0.0414506	0.00046205	0.2650077	1.734992	0.228752	0.487035	0.798959	1.25163	2.05324	4.37155	1.066612	6.546951	0.0346378	0.0637837	0.054773	0.0533801	0.00638605	0.00211434	0.0156913	0.0099655	0.00495143	0.0015185	0.0575491	0.00530526	0.0019315	0.0114066	0.00548936	0.0545662	0.119378	0.0201787	0.027174	0.014261	0.0588737	0.0383284	0.00725341	0.00709293	0.00744426	0.00288206	0.00488172	0.0583058	0.0881446	0.0577223	0.0269396	0.0193926	0.0151039	0.0427175	0.000476172	0.867496	0.132504	0.9703413
576	-73.98566	-116.6508	42.66511	0.0484929	0.0566108	0.0291263	0.0209083	0.0143656	0.0327682	0.0442419	0.0230157	0.011032	0.0173161	0.0531016	0.00565688	0.0109031	0.0159776	0.0102228	0.0629172	0.0406693	0.0273223	0.0310916	0.00382666	0.0517094	0.000353176	0.0164447	0.020018	0.0228778	0.0015903	0.0376072	0.0081624	0.0147194	0.00198054	0.0137872	0.0119453	0.0159225	0.0831717	0.038693	1.129831	0.8701689	0.35629	0.604524	0.854683	1.17002	1.65419	2.8067	0.7462146	0.7701761	0.053968	0.0630024	0.0324148	0.0232689	0.0159875	0.0364679	0.0492371	0.0256143	0.0122776	0.0192712	0.059097	0.00629556	0.0121341	0.0177815	0.011377	0.0700208	0.045261	0.0304071	0.0346019	0.0042587	0.0575476	0.000393052	0.0183014	0.0222781	0.0254608	0.00176985	0.0418533	0.00908397	0.0163813	0.00220415	0.0153439	0.013294	0.0177202	0.0925621	0.0430617	0.435084	0.564916	0.8985498
612	-79.14232	-120.4567	41.31439	0.100826	0.0414551	0.00140013	0.0396722	0.0346572	0.00442835	0.0164936	0.00897105	0.03798	0.0100386	0.0318005	0.00485025	0.0172771	0.0020977	0.00209327	0.020855	0.0397212	0.0370646	0.000286015	0.000448515	0.0607022	0.0203877	0.00752411	0.0186612	0.0332116	0.0889291	0.0418822	0.0291245	0.0164757	0.0116598	0.00558057	0.0081445	0.00363477	0.0131757	0.00326303	0.5380665	1.461934	0.335546	0.587095	0.846918	1.18075	1.7033	2.98021	0.7895879	2.717013	0.123747	0.0508793	0.00171843	0.0486911	0.042536	0.00543508	0.0202432	0.0110105	0.0466142	0.0123208	0.0390299	0.00595289	0.0212048	0.00257458	0.00256915	0.025596	0.0487513	0.0454907	0.000351036	0.000550479	0.074502	0.0250226	0.00923461	0.0229036	0.0407618	0.109146	0.0514035	0.0357455	0.0202212	0.0143105	0.00684923	0.00999604	0.00446109	0.016171	0.00400483	0.730967	0.269033	0.8147731
648	-72.27328	-114.9843	42.71105	0.0133331	0.110469	0.017655	0.00932845	0.0284245	0.0192169	0.0749753	0.00760862	0.0287088	0.00373374	0.0231099	0.0224263	0.000508087	0.00858652	0.000587216	0.00927264	0.00372483	0.0244343	0.00121404	0.0236631	0.00338737	0.0146115	0.0198239	0.002334	0.0249532	0.0117273	0.00181951	0.018909	0.0326832	0.044464	0.0420966	0.0242165	0.030859	0.0222928	0.11474	0.8878815	1.112118	0.692263	0.835795	0.945576	1.05756	1.19647	1.44454	0.2659371	1.252553	0.0158747	0.131526	0.0210204	0.0111066	0.0338428	0.02288	0.0892671	0.00905898	0.0341813	0.00444547	0.0275151	0.0267012	0.000604938	0.0102233	0.000699152	0.0110402	0.00443486	0.029092	0.00144546	0.0281737	0.00403308	0.0173968	0.0236027	0.00277891	0.0297098	0.0139628	0.00216634	0.0225135	0.0389133	0.0529398	0.0501211	0.0288326	0.0367413	0.0265422	0.136612	0.556059	0.443941	0.8398983
684	-72.88687	-114.6664	41.7795	0.0215356	0.0399758	0.0201743	0.0544821	0.0315952	0.00239162	0.0262538	0.0112381	0.0387743	0.0230821	0.0158185	0.00580119	0.00848522	0.0103022	0.00474965	0.00931202	0.0304777	0.0217221	0.00786129	0.0141152	0.058331	0.0437833	0.0318615	0.0172246	0.00617901	0.0359826	0.0312847	0.00035461	0.0146719	0.0418636	0.00219602	0.00684661	0.0018536	0.00663338	0.000402339	0.6930904	1.30691	0.311472	0.56616	0.837378	1.1942	1.76628	3.21056	0.8434204	1.885626	0.0308702	0.0573034	0.0289189	0.0780975	0.0452902	0.00342827	0.0376336	0.0161093	0.055581	0.033087	0.022675	0.00831573	0.0121631	0.0147678	0.0068084	0.0133483	0.0436884	0.0311376	0.0112688	0.0202335	0.0836146	0.0627613	0.0456719	0.0246906	0.00885731	0.0515793	0.0448451	0.000508316	0.0210315	0.0600094	0.00314789	0.00981429	0.00265704	0.00950863	0.000576733	0.653455	0.346545	0.6976168
720	-69.64944	-112.8808	43.23134	0.0290459	0.0856888	0.0825885	0.0548329	0.0233001	0.0197329	0.020841	0.005487	0.013003	0.0583553	0.0315553	0.0475489	0.00145986	0.0175577	0.0332894	0.00148165	0.0254526	0.0397721	0.0104361	0.0209345	0.0869592	0.0832283	0.0959196	0.0762042	0.00171761	0.00081618	0.0564984	0.0175315	0.0122371	0.00722393	0.0122317	0.069049	0.0263939	0.00346731	0.0687538	1.326893	0.6731069	0.772158	0.881524	0.961422	1.04013	1.1344	1.29507	0.186961	0.5072804	0.0234129	0.0690708	0.0665717	0.0441989	0.0187814	0.015906	0.0167992	0.00442288	0.0104813	0.0470382	0.0254356	0.0383275	0.00117675	0.0141527	0.0268334	0.0011943	0.0205164	0.0320589	0.00841216	0.0168746	0.0700947	0.0670874	0.0773174	0.0614255	0.0013845	0.000657894	0.0455414	0.0141315	0.00986391	0.00582295	0.00985954	0.055658	0.0212752	0.00279488	0.05542	0.336553	0.663447	1.240595
756	-73.0301	-115.0691	42.03897	0.0335645	0.0397656	0.0384462	0.0410713	0.0099364	0.0112994	0.0113346	0.0089014	0.00965053	0.00812175	0.00388273	0.0219113	0.00356017	0.00406943	0.00467927	0.00442321	0.0029861	0.0141387	0.0321114	0.00789913	0.0100844	0.00236459	0.0121829	0.0173268	0.00351047	0.00271127	0.045793	0.0123464	0.00715126	0.00414656	0.0208362	0.0224276	0.0156526	0.0269705	0.0291228	0.6763422	1.323658	0.436659	0.66757	0.881548	1.13437	1.49797	2.29012	0.5991365	1.957083	0.0616564	0.0730475	0.0706237	0.0754459	0.0182527	0.0207564	0.0208212	0.0163514	0.0177275	0.0149193	0.00713238	0.04025	0.00653986	0.00747535	0.00859559	0.00812522	0.00548533	0.0259721	0.0589871	0.0145103	0.0185245	0.00434363	0.0223793	0.0318286	0.00644857	0.00498046	0.0841194	0.0226797	0.0131365	0.00761703	0.0382751	0.0411984	0.028753	0.0495435	0.0534972	0.661829	0.338171	0.5443805
792	-75.03149	-118.9855	43.95403	0.0713698	0.0161848	0.0629197	0.0166559	0.0410852	0.00126075	0.0187224	0.000402485	0.0145775	0.0326198	0.00699956	0.0266929	0.0808292	0.00515848	0.0362344	0.00637452	0.0130905	0.00808234	0.00881752	0.0232841	0.0182135	0.0277661	0.00388654	0.0146429	0.00651776	0.0258219	0.0173858	0.027217	0.0195239	0.0104764	0.0036053	0.00189838	0.00225899	0.00998942	0.0738768	1.428288	0.5717115	0.836719	0.916731	0.97324	1.0275	1.09083	1.19514	0.1288993	0.4002774	0.0945994	0.0214527	0.0833989	0.0220771	0.0544577	0.0016711	0.0248162	0.000533486	0.0193222	0.043237	0.00927779	0.0353809	0.107138	0.00683747	0.048028	0.00844932	0.0173513	0.010713	0.0116875	0.0308626	0.0241417	0.0368034	0.00515155	0.0194089	0.00863918	0.0342265	0.0230446	0.0360756	0.0258786	0.0138862	0.00477876	0.00251627	0.00299425	0.0132408	0.0979224	0.285856	0.714144	0.7544423
828	-70.6935	-112.5569	41.86341	0.108452	0.135618	0.0290201	0.0240758	0.0814293	0.0184647	0.0166747	0.00533879	0.0156764	0.0192996	0.00495064	0.00881303	0.0708529	0.016663	0.00217898	0.0323738	0.00405619	0.0753118	0.0080862	0.0758807	0.00944358	0.0586551	0.0105427	0.0472435	0.048899	0.0780658	0.0157567	0.00298113	0.0116327	0.0148062	0.00393441	0.00909808	0.00263283	0.00642742	0.0278793	0.6649052	1.335095	0.628764	0.797484	0.931835	1.07315	1.25394	1.59042	0.3355034	2.007948	0.098484	0.123153	0.0263528	0.0218629	0.073945	0.0167676	0.0151421	0.00484809	0.0142356	0.0175257	0.00449561	0.008003	0.0643406	0.0151315	0.00197871	0.0293983	0.00368337	0.0683897	0.00734297	0.0689063	0.0085756	0.0532639	0.0095737	0.0429012	0.0444046	0.0708906	0.0143085	0.00270713	0.0105635	0.0134453	0.00357279	0.00826185	0.00239084	0.00583666	0.0253169	0.667547	0.332453	1.101215
